seq,is_true,is_ignore,path,x0,x1,y0,y1,col
0,False,False,../data/crops/crop14916.png,146,106,189,104,g
0,False,False,../data/crops/crop14917.png,753,713,235,150,g
0,True,False,../data/crops/crop14918.png,696,656,381,296,g
0,False,False,../data/crops/crop14919.png,717,677,427,342,g
0,False,False,../data/crops/crop14920.png,657,617,491,406,g
0,True,False,../data/crops/crop14921.png,1140,1100,383,298,r
0,True,False,../data/crops/crop14922.png,1020,980,450,365,r
0,False,False,../data/crops/crop14923.png,1157,1117,491,406,r
0,False,False,../data/crops/crop14924.png,1075,1035,511,426,r
0,False,False,../data/crops/crop14925.png,1154,1114,504,419,r
0,False,False,../data/crops/crop14926.png,1261,1221,131,46,g
0,True,False,../data/crops/crop14927.png,1104,1064,440,355,g
0,False,False,../data/crops/crop14928.png,535,495,543,458,g
0,False,False,../data/crops/crop14929.png,335,295,542,457,g
0,False,False,../data/crops/crop14930.png,1560,1520,447,362,g
0,False,False,../data/crops/crop14931.png,1149,1109,484,399,r
0,True,False,../data/crops/crop14932.png,1121,1081,134,49,g
0,False,True,../data/crops/crop14904.png,1138,1098,129,44,g
0,False,False,../data/crops/crop14933.png,1119,1079,307,222,g
0,False,False,../data/crops/crop14903.png,900,860,522,437,g
0,False,False,../data/crops/crop14901.png,1023,983,162,77,g
0,False,False,../data/crops/crop14873.png,1116,1076,243,158,g
0,False,False,../data/crops/crop14874.png,157,117,272,187,g
0,False,False,../data/crops/crop14875.png,91,51,259,174,g
0,False,False,../data/crops/crop14876.png,238,198,268,183,g
0,False,False,../data/crops/crop14877.png,253,213,311,226,g
0,False,False,../data/crops/crop14878.png,1483,1443,319,234,g
0,False,False,../data/crops/crop14879.png,187,147,322,237,g
0,False,False,../data/crops/crop14880.png,87,47,342,257,g
0,False,False,../data/crops/crop14881.png,695,655,423,338,g
0,False,False,../data/crops/crop14882.png,1590,1550,134,49,g
0,False,False,../data/crops/crop14884.png,1417,1377,313,228,g
0,False,False,../data/crops/crop14885.png,1393,1353,354,269,g
0,False,False,../data/crops/crop14886.png,1355,1315,425,340,g
0,False,False,../data/crops/crop14887.png,424,384,538,453,g
0,False,False,../data/crops/crop14888.png,300,260,541,456,g
0,True,False,../data/crops/crop14889.png,1246,1206,403,318,r
0,False,False,../data/crops/crop14890.png,1060,1020,499,414,r
0,False,False,../data/crops/crop14891.png,1007,967,228,143,g
0,True,False,../data/crops/crop14892.png,1215,1175,380,295,r
0,True,False,../data/crops/crop14893.png,1130,1090,385,300,r
0,False,False,../data/crops/crop14894.png,714,674,167,82,g
0,False,False,../data/crops/crop14895.png,1231,1191,311,226,g
0,False,False,../data/crops/crop14896.png,884,844,456,371,g
0,False,False,../data/crops/crop14897.png,814,774,487,402,g
0,False,False,../data/crops/crop14898.png,1008,968,164,79,g
0,False,False,../data/crops/crop14899.png,1189,1149,195,110,g
0,False,False,../data/crops/crop14900.png,1095,1055,516,431,g
0,False,False,../data/crops/crop14902.png,896,856,176,91,g
0,False,True,../data/crops/crop14998.png,1425,1385,220,135,g
0,True,False,../data/crops/crop14934.png,1415,1375,374,289,g
0,False,False,../data/crops/crop14936.png,1129,1089,469,384,g
0,True,False,../data/crops/crop14968.png,1067,1027,418,333,r
0,True,False,../data/crops/crop14969.png,958,918,422,337,r
0,False,True,../data/crops/crop14970.png,896,856,428,343,r
0,False,True,../data/crops/crop14971.png,1197,1157,431,346,r
0,False,True,../data/crops/crop14972.png,907,867,475,390,r
0,False,False,../data/crops/crop14973.png,734,694,255,170,g
0,False,False,../data/crops/crop14974.png,1471,1431,389,304,g
0,False,False,../data/crops/crop14975.png,270,230,466,381,g
0,False,False,../data/crops/crop14976.png,1131,1091,557,472,r
0,False,False,../data/crops/crop14977.png,978,938,553,468,r
0,True,False,../data/crops/crop14978.png,697,657,237,152,g
0,False,True,../data/crops/crop14979.png,706,666,323,238,g
0,False,False,../data/crops/crop14980.png,1232,1192,302,217,g
0,False,False,../data/crops/crop14981.png,1343,1303,297,212,g
0,False,False,../data/crops/crop14982.png,377,337,450,365,g
0,True,False,../data/crops/crop14983.png,1184,1144,375,290,r
0,True,False,../data/crops/crop14984.png,1073,1033,380,295,r
0,False,False,../data/crops/crop14985.png,1096,1056,449,364,r
0,False,False,../data/crops/crop14986.png,1281,1241,464,379,r
0,False,False,../data/crops/crop14987.png,1232,1192,468,383,r
0,False,False,../data/crops/crop14989.png,730,690,222,137,g
0,False,False,../data/crops/crop14990.png,604,564,215,130,g
0,False,False,../data/crops/crop14991.png,130,90,240,155,g
0,True,False,../data/crops/crop14992.png,1188,1148,391,306,g
0,False,False,../data/crops/crop14993.png,964,924,407,322,g
0,False,False,../data/crops/crop14994.png,796,756,477,392,r
0,False,False,../data/crops/crop14995.png,905,865,495,410,r
0,True,False,../data/crops/crop14967.png,1041,1001,317,232,r
0,True,False,../data/crops/crop14935.png,1600,1560,384,299,g
0,False,False,../data/crops/crop14966.png,473,433,521,436,g
0,False,False,../data/crops/crop14964.png,709,669,130,45,g
0,True,False,../data/crops/crop14937.png,1273,1233,379,294,r
0,False,False,../data/crops/crop14938.png,1340,1300,435,350,r
0,False,False,../data/crops/crop14939.png,1226,1186,473,388,r
0,False,False,../data/crops/crop14940.png,1304,1264,143,58,g
0,False,False,../data/crops/crop14941.png,1144,1104,211,126,g
0,False,False,../data/crops/crop14942.png,1071,1031,225,140,g
0,True,False,../data/crops/crop14943.png,1089,1049,437,352,g
0,False,False,../data/crops/crop14944.png,896,856,149,64,g
0,False,False,../data/crops/crop14945.png,274,234,390,305,g
0,False,False,../data/crops/crop14946.png,1596,1556,452,367,g
0,False,False,../data/crops/crop14947.png,1258,1218,145,60,g
0,False,False,../data/crops/crop14948.png,1418,1378,163,78,g
0,False,False,../data/crops/crop14949.png,1361,1321,184,99,g
0,False,False,../data/crops/crop14950.png,1041,1001,209,124,g
0,False,False,../data/crops/crop14951.png,77,37,331,246,g
0,False,False,../data/crops/crop14952.png,142,102,357,272,g
0,False,False,../data/crops/crop14953.png,521,481,471,386,g
0,False,False,../data/crops/crop14954.png,149,109,499,414,g
0,False,False,../data/crops/crop14955.png,1610,1570,518,433,g
0,False,True,../data/crops/crop14956.png,887,847,390,305,r
0,False,False,../data/crops/crop14957.png,778,738,153,68,g
0,False,False,../data/crops/crop14958.png,789,749,266,181,g
0,True,False,../data/crops/crop14959.png,1278,1238,331,246,g
0,False,False,../data/crops/crop14960.png,726,686,467,382,g
0,False,False,../data/crops/crop14961.png,1611,1571,547,462,g
0,False,False,../data/crops/crop14962.png,1556,1516,556,471,g
0,False,False,../data/crops/crop14963.png,1487,1447,601,516,g
0,False,False,../data/crops/crop14965.png,1027,987,311,226,g
0,False,False,../data/crops/crop15131.png,1730,1690,140,55,g
0,False,False,../data/crops/crop15132.png,832,792,150,65,g
0,False,False,../data/crops/crop15133.png,582,542,167,82,g
0,False,False,../data/crops/crop15295.png,1984,1944,467,382,g
0,False,False,../data/crops/crop15296.png,231,191,138,53,g
0,False,False,../data/crops/crop15297.png,1788,1748,146,61,g
0,False,False,../data/crops/crop15298.png,1025,985,204,119,g
0,False,False,../data/crops/crop15299.png,266,226,484,399,g
0,False,False,../data/crops/crop15300.png,735,695,228,143,g
0,False,False,../data/crops/crop15301.png,926,886,297,212,g
0,False,False,../data/crops/crop15302.png,1213,1173,135,50,g
0,False,False,../data/crops/crop15303.png,1325,1285,147,62,g
0,False,False,../data/crops/crop15304.png,1151,1111,163,78,g
0,False,False,../data/crops/crop15305.png,1221,1181,187,102,g
0,False,False,../data/crops/crop15306.png,1091,1051,467,382,g
0,False,False,../data/crops/crop15307.png,1043,1003,468,383,g
0,False,False,../data/crops/crop15308.png,643,603,480,395,g
0,False,False,../data/crops/crop15309.png,1543,1503,435,350,g
0,False,False,../data/crops/crop15310.png,573,533,512,427,g
0,False,False,../data/crops/crop15311.png,1697,1657,588,503,g
0,False,False,../data/crops/crop15312.png,1746,1706,142,57,g
0,False,False,../data/crops/crop15313.png,1514,1474,173,88,g
0,False,False,../data/crops/crop15314.png,1806,1766,189,104,g
0,False,False,../data/crops/crop15316.png,296,256,337,252,g
0,False,False,../data/crops/crop15317.png,1435,1395,355,270,g
0,False,False,../data/crops/crop15318.png,771,731,464,379,g
0,False,False,../data/crops/crop15319.png,1416,1376,163,78,g
0,False,False,../data/crops/crop15320.png,1493,1453,393,308,g
0,False,False,../data/crops/crop15321.png,714,674,133,48,g
0,False,False,../data/crops/crop15322.png,714,674,229,144,g
0,False,False,../data/crops/crop15294.png,732,692,460,375,g
0,False,False,../data/crops/crop15323.png,2018,1978,437,352,g
0,False,False,../data/crops/crop15293.png,1382,1342,459,374,g
0,False,False,../data/crops/crop15291.png,2037,1997,437,352,g
0,False,False,../data/crops/crop15264.png,369,329,235,150,g
0,False,False,../data/crops/crop15265.png,906,866,268,183,g
0,False,False,../data/crops/crop15266.png,1275,1235,295,210,g
0,False,False,../data/crops/crop15267.png,1386,1346,295,210,g
0,False,False,../data/crops/crop15268.png,869,829,330,245,g
0,False,False,../data/crops/crop15269.png,1483,1443,381,296,g
0,False,False,../data/crops/crop15270.png,1726,1686,383,298,g
0,False,False,../data/crops/crop15271.png,497,457,387,302,g
0,False,False,../data/crops/crop15272.png,1659,1619,474,389,g
0,False,False,../data/crops/crop15273.png,209,169,486,401,g
0,False,False,../data/crops/crop15274.png,394,354,565,480,g
0,False,False,../data/crops/crop15275.png,134,94,409,324,g
0,False,False,../data/crops/crop15276.png,729,689,242,157,g
0,False,False,../data/crops/crop15277.png,1327,1287,372,287,g
0,False,False,../data/crops/crop15278.png,713,673,414,329,g
0,False,False,../data/crops/crop15279.png,256,216,146,61,g
0,False,False,../data/crops/crop15280.png,414,374,171,86,g
0,False,False,../data/crops/crop15281.png,319,279,173,88,g
0,False,False,../data/crops/crop15282.png,1980,1940,188,103,g
0,False,False,../data/crops/crop15283.png,827,787,194,109,g
0,False,False,../data/crops/crop15284.png,496,456,241,156,g
0,False,False,../data/crops/crop15285.png,1090,1050,252,167,g
0,False,False,../data/crops/crop15286.png,1586,1546,228,143,g
0,False,False,../data/crops/crop15287.png,1329,1289,324,239,g
0,False,False,../data/crops/crop15288.png,1274,1234,357,272,g
0,False,False,../data/crops/crop15289.png,1374,1334,405,320,g
0,False,False,../data/crops/crop15290.png,1818,1778,426,341,g
0,False,False,../data/crops/crop15292.png,1445,1405,447,362,g
0,False,False,../data/crops/crop15263.png,1012,972,200,115,g
0,False,False,../data/crops/crop15324.png,1797,1757,496,411,g
0,False,False,../data/crops/crop15326.png,42,2,141,56,g
0,False,False,../data/crops/crop15362.png,1507,1467,436,351,g
0,False,False,../data/crops/crop15363.png,1404,1364,446,361,g
0,False,False,../data/crops/crop15364.png,967,927,451,366,g
0,False,False,../data/crops/crop15365.png,462,422,462,377,g
0,False,False,../data/crops/crop15366.png,118,78,474,389,g
0,False,False,../data/crops/crop15367.png,761,721,520,435,g
0,False,False,../data/crops/crop15368.png,293,253,527,442,g
0,False,False,../data/crops/crop15370.png,906,866,186,101,g
0,False,False,../data/crops/crop15371.png,712,672,199,114,g
0,False,False,../data/crops/crop15372.png,1878,1838,259,174,g
0,False,False,../data/crops/crop15373.png,765,725,266,181,g
0,False,False,../data/crops/crop15374.png,1074,1034,458,373,g
0,False,False,../data/crops/crop15375.png,1632,1592,141,56,g
0,False,False,../data/crops/crop15376.png,938,898,166,81,g
0,False,False,../data/crops/crop15377.png,723,683,500,415,g
0,False,False,../data/crops/crop15378.png,1605,1565,513,428,g
0,False,False,../data/crops/crop15379.png,485,445,575,490,g
0,False,False,../data/crops/crop15380.png,1062,1022,139,54,g
0,False,False,../data/crops/crop15381.png,663,623,136,51,g
0,False,False,../data/crops/crop15382.png,318,278,162,77,g
0,False,False,../data/crops/crop15383.png,969,929,158,73,g
0,False,False,../data/crops/crop15384.png,240,200,144,59,g
0,False,False,../data/crops/crop15385.png,798,758,158,73,g
0,False,False,../data/crops/crop15386.png,1802,1762,195,110,g
0,False,False,../data/crops/crop15387.png,679,639,197,112,g
0,False,False,../data/crops/crop15388.png,1006,966,219,134,g
0,False,False,../data/crops/crop15389.png,625,585,209,124,g
0,False,False,../data/crops/crop15361.png,276,236,327,242,g
0,False,False,../data/crops/crop15325.png,1978,1938,508,423,g
0,False,False,../data/crops/crop15360.png,1313,1273,300,215,g
0,False,False,../data/crops/crop15358.png,705,665,265,180,g
0,False,False,../data/crops/crop15329.png,331,291,237,152,g
0,False,False,../data/crops/crop15330.png,378,338,253,168,g
0,False,False,../data/crops/crop15332.png,335,295,318,233,g
0,False,False,../data/crops/crop15333.png,250,210,355,270,g
0,False,False,../data/crops/crop15334.png,248,208,451,366,g
0,False,False,../data/crops/crop15335.png,83,43,488,403,g
0,False,False,../data/crops/crop15336.png,250,210,403,318,g
0,False,False,../data/crops/crop15337.png,471,431,621,536,g
0,False,False,../data/crops/crop15339.png,1140,1100,231,146,g
0,False,False,../data/crops/crop15340.png,1288,1248,519,434,g
0,False,False,../data/crops/crop15341.png,111,71,165,80,g
0,False,False,../data/crops/crop15342.png,217,177,225,140,g
0,False,False,../data/crops/crop15343.png,1699,1659,149,64,g
0,False,False,../data/crops/crop15344.png,1760,1720,191,106,g
0,False,False,../data/crops/crop15345.png,244,204,551,466,g
0,False,False,../data/crops/crop15346.png,1057,1017,507,422,r
0,False,False,../data/crops/crop15347.png,1648,1608,153,68,g
0,False,False,../data/crops/crop15348.png,430,390,163,78,g
0,False,False,../data/crops/crop15349.png,759,719,149,64,g
0,False,False,../data/crops/crop15350.png,613,573,152,67,g
0,False,False,../data/crops/crop15351.png,693,653,196,111,g
0,False,False,../data/crops/crop15352.png,107,67,162,77,g
0,False,False,../data/crops/crop15353.png,1783,1743,189,104,g
0,False,False,../data/crops/crop15354.png,343,303,191,106,g
0,False,False,../data/crops/crop15355.png,1219,1179,195,110,g
0,False,False,../data/crops/crop15356.png,1682,1642,231,146,g
0,False,False,../data/crops/crop15357.png,344,304,235,150,g
0,False,False,../data/crops/crop15359.png,1257,1217,279,194,g
0,False,False,../data/crops/crop15262.png,704,664,183,98,g
0,False,False,../data/crops/crop15261.png,941,901,154,69,g
0,False,False,../data/crops/crop15260.png,423,383,141,56,g
0,False,False,../data/crops/crop15166.png,1357,1317,535,450,g
0,False,False,../data/crops/crop15167.png,1168,1128,536,451,g
0,False,False,../data/crops/crop15168.png,1641,1601,545,460,g
0,False,False,../data/crops/crop15169.png,289,249,148,63,g
0,False,False,../data/crops/crop15170.png,945,905,148,63,g
0,False,False,../data/crops/crop15171.png,342,302,239,154,g
0,False,False,../data/crops/crop15172.png,1325,1285,290,205,g
0,False,False,../data/crops/crop15173.png,1315,1275,330,245,g
0,False,False,../data/crops/crop15174.png,1379,1339,341,256,g
0,False,False,../data/crops/crop15175.png,1250,1210,358,273,g
0,False,True,../data/crops/crop15177.png,1260,1220,304,219,r
0,False,True,../data/crops/crop15178.png,1390,1350,210,125,g
0,False,False,../data/crops/crop15179.png,1403,1363,329,244,g
0,False,False,../data/crops/crop15180.png,181,141,534,449,g
0,False,False,../data/crops/crop15181.png,646,606,132,47,g
0,False,False,../data/crops/crop15182.png,577,537,149,64,g
0,False,False,../data/crops/crop15183.png,346,306,137,52,g
0,False,False,../data/crops/crop15184.png,758,718,160,75,g
0,False,False,../data/crops/crop15185.png,290,250,174,89,g
0,False,False,../data/crops/crop15186.png,346,306,216,131,g
0,False,False,../data/crops/crop15187.png,215,175,165,80,g
0,False,True,../data/crops/crop15188.png,1163,1123,405,320,r
0,False,False,../data/crops/crop15189.png,888,848,191,106,g
0,False,False,../data/crops/crop15190.png,292,252,532,447,g
0,False,False,../data/crops/crop15191.png,521,481,146,61,g
0,False,False,../data/crops/crop15192.png,722,682,374,289,g
0,False,False,../data/crops/crop15193.png,423,383,301,216,r
0,False,False,../data/crops/crop15165.png,1486,1446,527,442,g
0,False,False,../data/crops/crop15194.png,562,522,314,229,r
0,False,False,../data/crops/crop15164.png,1428,1388,535,450,g
0,False,False,../data/crops/crop15162.png,1228,1188,579,494,r
0,False,False,../data/crops/crop15134.png,1676,1636,195,110,g
0,False,False,../data/crops/crop15135.png,1560,1520,243,158,g
0,False,False,../data/crops/crop15136.png,1483,1443,290,205,g
0,False,False,../data/crops/crop15137.png,1419,1379,317,232,g
0,False,False,../data/crops/crop15138.png,728,688,435,350,g
0,False,False,../data/crops/crop15139.png,685,645,472,387,g
0,False,False,../data/crops/crop15140.png,1276,1236,343,258,g
0,False,False,../data/crops/crop15142.png,1792,1752,527,442,r
0,False,False,../data/crops/crop15143.png,1616,1576,558,473,r
0,False,False,../data/crops/crop15144.png,1467,1427,450,365,g
0,False,False,../data/crops/crop15145.png,1605,1565,155,70,g
0,False,False,../data/crops/crop15146.png,1382,1342,276,191,g
0,False,False,../data/crops/crop15147.png,820,780,542,457,r
0,False,False,../data/crops/crop15148.png,534,494,190,105,g
0,False,False,../data/crops/crop15149.png,731,691,233,148,g
0,False,False,../data/crops/crop15150.png,734,694,273,188,g
0,False,False,../data/crops/crop15151.png,607,567,427,342,g
0,False,False,../data/crops/crop15152.png,1280,1240,447,362,g
0,False,False,../data/crops/crop15153.png,1342,1302,479,394,g
0,False,False,../data/crops/crop15154.png,771,731,513,428,g
0,False,False,../data/crops/crop15155.png,892,852,518,433,g
0,False,False,../data/crops/crop15156.png,852,812,236,151,g
0,False,False,../data/crops/crop15157.png,451,411,472,387,g
0,False,False,../data/crops/crop15158.png,592,552,511,426,g
0,False,False,../data/crops/crop15159.png,1271,1231,548,463,r
0,False,False,../data/crops/crop15160.png,918,878,563,478,r
0,False,False,../data/crops/crop15161.png,1313,1273,566,481,r
0,False,False,../data/crops/crop15163.png,1402,1362,588,503,r
0,False,False,../data/crops/crop15195.png,598,558,293,208,g
0,False,False,../data/crops/crop15196.png,688,648,454,369,g
0,False,False,../data/crops/crop15197.png,1222,1182,472,387,r
0,False,False,../data/crops/crop15232.png,1440,1400,510,425,r
0,False,False,../data/crops/crop15233.png,1519,1479,149,64,g
0,False,False,../data/crops/crop15234.png,1203,1163,305,220,g
0,False,False,../data/crops/crop15235.png,1423,1383,412,327,g
0,False,False,../data/crops/crop15236.png,235,195,420,335,g
0,False,False,../data/crops/crop15237.png,185,145,431,346,g
0,False,False,../data/crops/crop15238.png,914,874,456,371,r
0,False,False,../data/crops/crop15239.png,1916,1876,454,369,r
0,False,False,../data/crops/crop15240.png,1880,1840,523,438,r
0,False,False,../data/crops/crop15241.png,939,899,135,50,g
0,False,False,../data/crops/crop15242.png,1667,1627,155,70,g
0,False,False,../data/crops/crop15243.png,1462,1422,174,89,g
0,False,False,../data/crops/crop15244.png,942,902,191,106,g
0,False,False,../data/crops/crop15245.png,1578,1538,196,111,g
0,False,False,../data/crops/crop15246.png,1041,1001,203,118,g
0,False,False,../data/crops/crop15247.png,1143,1103,231,146,g
0,False,False,../data/crops/crop15248.png,1125,1085,308,223,g
0,False,False,../data/crops/crop15249.png,1507,1467,453,368,g
0,False,False,../data/crops/crop15250.png,815,775,637,552,g
0,False,False,../data/crops/crop15251.png,748,708,137,52,g
0,False,False,../data/crops/crop15252.png,1460,1420,171,86,g
0,False,False,../data/crops/crop15254.png,1081,1041,262,177,g
0,False,False,../data/crops/crop15255.png,1477,1437,383,298,g
0,False,False,../data/crops/crop15256.png,1767,1727,148,63,g
0,False,False,../data/crops/crop15257.png,1366,1326,149,64,g
0,False,False,../data/crops/crop15258.png,487,447,332,247,g
0,False,False,../data/crops/crop15259.png,500,460,442,357,g
0,False,False,../data/crops/crop15231.png,1638,1598,521,436,g
0,False,False,../data/crops/crop15230.png,456,416,503,418,g
0,False,False,../data/crops/crop15229.png,507,467,468,383,g
0,False,False,../data/crops/crop15228.png,1196,1156,454,369,g
0,False,False,../data/crops/crop15198.png,1417,1377,165,80,g
0,False,False,../data/crops/crop15199.png,1297,1257,181,96,g
0,False,False,../data/crops/crop15200.png,224,184,188,103,g
0,False,False,../data/crops/crop15201.png,1102,1062,193,108,g
0,False,False,../data/crops/crop15202.png,1415,1375,248,163,g
0,False,False,../data/crops/crop15203.png,1793,1753,319,234,g
0,False,False,../data/crops/crop15204.png,1403,1363,456,371,g
0,False,False,../data/crops/crop15205.png,1484,1444,457,372,g
0,False,False,../data/crops/crop15206.png,481,441,473,388,g
0,False,False,../data/crops/crop15208.png,1915,1875,586,501,g
0,False,False,../data/crops/crop15209.png,137,97,624,539,g
0,False,False,../data/crops/crop15210.png,1461,1421,217,132,g
0,False,False,../data/crops/crop15211.png,1123,1083,549,464,r
0,False,False,../data/crops/crop15391.png,1659,1619,218,133,g
0,False,False,../data/crops/crop15212.png,1082,1042,221,136,g
0,False,False,../data/crops/crop15214.png,1329,1289,225,140,g
0,True,False,../data/crops/crop15215.png,968,928,272,187,g
0,False,False,../data/crops/crop15216.png,165,125,280,195,g
0,False,False,../data/crops/crop15217.png,1747,1707,135,50,g
0,True,False,../data/crops/crop15218.png,1063,1023,156,71,g
0,False,False,../data/crops/crop15219.png,1916,1876,334,249,g
0,False,False,../data/crops/crop15220.png,1420,1380,135,50,g
0,False,False,../data/crops/crop15221.png,734,694,458,373,g
0,False,False,../data/crops/crop15223.png,907,867,230,145,g
0,False,False,../data/crops/crop15224.png,820,780,451,366,g
0,False,False,../data/crops/crop15225.png,1824,1784,452,367,g
0,False,False,../data/crops/crop15226.png,1776,1736,497,412,g
0,False,False,../data/crops/crop15227.png,58,18,168,83,g
0,False,False,../data/crops/crop15213.png,1806,1766,223,138,g
0,False,False,../data/crops/crop14872.png,1680,1640,225,140,g
0,False,False,../data/crops/crop15900.png,1825,1785,392,307,g
0,False,False,../data/crops/crop15902.png,1941,1901,601,516,r
0,False,False,../data/crops/crop16577.png,1080,1040,191,106,g
0,False,False,../data/crops/crop16578.png,1127,1087,205,120,g
0,True,False,../data/crops/crop16579.png,1314,1274,291,206,g
0,False,False,../data/crops/crop16580.png,1352,1312,373,288,g
0,False,False,../data/crops/crop16581.png,1345,1305,424,339,g
0,False,False,../data/crops/crop16582.png,1742,1702,445,360,g
0,False,False,../data/crops/crop16583.png,914,874,466,381,g
0,False,False,../data/crops/crop16584.png,1758,1718,164,79,r
0,False,False,../data/crops/crop16585.png,1861,1821,396,311,r
0,False,True,../data/crops/crop16586.png,1240,1200,413,328,r
0,False,True,../data/crops/crop16587.png,784,744,424,339,r
0,False,False,../data/crops/crop16588.png,1061,1021,501,416,r
0,False,False,../data/crops/crop16589.png,1753,1713,156,71,g
0,False,False,../data/crops/crop16590.png,945,905,232,147,g
0,False,False,../data/crops/crop16591.png,720,680,280,195,g
0,False,False,../data/crops/crop16592.png,1457,1417,281,196,g
0,False,True,../data/crops/crop16593.png,1260,1220,406,321,g
0,False,False,../data/crops/crop16594.png,981,941,416,331,g
0,False,False,../data/crops/crop16595.png,1493,1453,476,391,g
0,False,False,../data/crops/crop16596.png,503,463,546,461,r
0,False,False,../data/crops/crop16597.png,682,642,537,452,r
0,False,False,../data/crops/crop16598.png,461,421,216,131,g
0,False,False,../data/crops/crop16599.png,1252,1212,280,195,g
0,False,False,../data/crops/crop16600.png,731,691,373,288,g
0,False,False,../data/crops/crop16601.png,1439,1399,373,288,g
0,False,False,../data/crops/crop16602.png,1906,1866,403,318,g
0,True,False,../data/crops/crop16603.png,1267,1227,419,334,g
0,True,False,../data/crops/crop16576.png,1734,1694,276,191,r
0,False,True,../data/crops/crop16604.png,1538,1498,358,273,r
0,False,False,../data/crops/crop16575.png,1711,1671,550,465,g
0,False,False,../data/crops/crop16573.png,747,707,145,60,g
0,False,False,../data/crops/crop16544.png,1898,1858,390,305,g
0,False,False,../data/crops/crop16545.png,480,440,430,345,g
0,False,False,../data/crops/crop16546.png,1310,1270,431,346,g
0,False,False,../data/crops/crop16547.png,120,80,286,201,g
0,False,False,../data/crops/crop16548.png,108,68,403,318,g
0,False,False,../data/crops/crop16551.png,171,131,446,361,g
0,False,False,../data/crops/crop16552.png,886,846,501,416,g
0,True,False,../data/crops/crop16553.png,1090,1050,456,371,r
0,True,False,../data/crops/crop16554.png,886,846,459,374,r
0,False,False,../data/crops/crop16555.png,1296,1256,489,404,r
0,False,False,../data/crops/crop16556.png,1126,1086,515,430,r
0,False,False,../data/crops/crop16557.png,1126,1086,444,359,g
0,False,True,../data/crops/crop16558.png,411,371,352,267,r
0,False,True,../data/crops/crop16559.png,1215,1175,359,274,r
0,False,False,../data/crops/crop16560.png,1045,1005,455,370,r
0,False,False,../data/crops/crop16561.png,974,934,513,428,r
0,False,False,../data/crops/crop16562.png,1691,1651,508,423,r
0,False,False,../data/crops/crop16563.png,1152,1112,526,441,r
0,False,False,../data/crops/crop16564.png,735,695,211,126,g
0,False,False,../data/crops/crop16565.png,524,484,278,193,g
0,False,True,../data/crops/crop16566.png,1214,1174,293,208,g
0,False,False,../data/crops/crop16567.png,681,641,465,380,g
0,False,True,../data/crops/crop16568.png,996,956,454,369,r
0,True,False,../data/crops/crop16569.png,1199,1159,453,368,r
0,True,False,../data/crops/crop16570.png,770,730,460,375,r
0,False,False,../data/crops/crop16571.png,1036,996,511,426,r
0,False,False,../data/crops/crop16572.png,575,535,144,59,g
0,False,False,../data/crops/crop16574.png,964,924,225,140,g
0,False,False,../data/crops/crop16543.png,1511,1471,372,287,g
0,False,True,../data/crops/crop16605.png,1156,1116,370,285,r
0,False,True,../data/crops/crop16607.png,573,533,431,346,r
0,False,False,../data/crops/crop16639.png,946,906,328,243,g
0,False,False,../data/crops/crop16640.png,732,692,159,74,g
0,False,False,../data/crops/crop16641.png,963,923,338,253,g
0,False,False,../data/crops/crop16642.png,1349,1309,339,254,g
0,False,False,../data/crops/crop16643.png,1310,1270,447,362,g
0,False,False,../data/crops/crop16644.png,727,687,499,414,g
0,False,False,../data/crops/crop16645.png,1348,1308,611,526,g
0,False,False,../data/crops/crop16646.png,1230,1190,629,544,g
0,False,False,../data/crops/crop16647.png,745,705,165,80,g
0,False,False,../data/crops/crop16648.png,873,833,214,129,g
0,False,False,../data/crops/crop16649.png,1836,1796,222,137,g
0,False,False,../data/crops/crop16650.png,1267,1227,331,246,g
0,True,False,../data/crops/crop16651.png,1130,1090,381,296,g
0,False,False,../data/crops/crop16652.png,983,943,482,397,g
0,False,False,../data/crops/crop16653.png,744,704,466,381,r
0,False,False,../data/crops/crop16654.png,744,704,199,114,g
0,False,False,../data/crops/crop16655.png,688,648,305,220,g
0,False,False,../data/crops/crop16656.png,41,1,483,398,g
0,False,False,../data/crops/crop16657.png,1749,1709,501,416,r
0,False,False,../data/crops/crop16658.png,1080,1040,531,446,r
0,False,False,../data/crops/crop16659.png,1703,1663,201,116,g
0,False,False,../data/crops/crop16661.png,186,146,226,141,g
0,False,False,../data/crops/crop16662.png,1202,1162,227,142,g
0,False,False,../data/crops/crop16663.png,1426,1386,240,155,g
0,False,False,../data/crops/crop16664.png,1193,1153,285,200,g
0,False,False,../data/crops/crop16665.png,1985,1945,358,273,g
0,False,False,../data/crops/crop16666.png,1033,993,470,385,g
0,False,False,../data/crops/crop16638.png,1349,1309,296,211,g
0,False,True,../data/crops/crop16606.png,1506,1466,410,325,r
0,False,False,../data/crops/crop16637.png,1210,1170,223,138,g
0,False,False,../data/crops/crop16635.png,740,700,137,52,g
0,True,False,../data/crops/crop16608.png,1336,1296,461,376,r
0,True,False,../data/crops/crop16609.png,1269,1229,466,381,r
0,False,False,../data/crops/crop16610.png,1398,1358,502,417,r
0,True,False,../data/crops/crop16611.png,1269,1229,510,425,r
0,False,True,../data/crops/crop16612.png,1147,1107,317,232,g
0,False,False,../data/crops/crop16613.png,1277,1237,329,244,g
0,False,False,../data/crops/crop16614.png,1320,1280,351,266,g
0,False,False,../data/crops/crop16615.png,1588,1548,462,377,g
